"id";"pieza_ordenador";"precio";"pais_origen"
" SE9PT ";"Tarjeta gráfica, NVIDIA";"644,10 €";"Corea del Sur"
" BGW2W   ";"Procesador, Intel";"410,58 £";"Estados Unidos"
"  V6GJL   ";"Memoria RAM, Kingston";"603,44 TL";"China"
"   LLXXJ  ";"Disco duro, Seagate";"99,97 £";"China"
"   OTA6M  ";"Procesador, Intel";"261,16 TL";"China"
"   Z5HWO   ";"Procesador, Intel";"251,59 TL";"Taiwán"
"  NWCXK ";"Placa base, ASUS";"936,80 TL";"China"
" QBPF3 ";"Procesador, Intel";"880,42 £";"Tailandia"
"   3FEH0  ";"Memoria RAM, Kingston";"c705,85 £";"Corea del Sur"
"   GBNSU ";"Memoria RAM, Kingston";"489,98 TL";"Taiwán"
"   PR95Z  ";"Procesador, Intel";"U437,25 £";"Taiwán"
"  EBRZO ";"Procesador, Intel";"270,74 €";"Tailandia"
"   SMK3Q ";"Disco duro, Seagate";"P411,78 €";"Taiwán"
"   C7OYT  ";"Placa base, ASUS";"752,34 TL";"Taiwán"
" 30QPU  ";"Tarjeta gráfica, NVIDIA";"102,43 TL";"Estados Unidos"
"   9YQO5 ";"Procesador, Intel";"497,85 €";"China"
"   J7RK5 ";"Memoria RAM, Kingston";"449,23 €";"China"
" ZYHS6 ";"Procesador, Intel";"357,19 TL";"Taiwán"
" GY2C2  ";"Placa base, ASUS";"394,39 TL";"Tailandia"
"  W2QR3   ";"Memoria RAM, Kingston";"664,65 TL";"Corea del Sur"
"  K0609  ";"Placa base, ASUS";"806,25 £";"China"
"   Y9VT1 ";"Disco duro, Seagate";"402,52 €";"Taiwán"
"   BAJNP  ";"Procesador, Intel";"98,43 €";"Corea del Sur"
"   9CJXA  ";"Memoria RAM, Kingston";"u483,60 £";"Taiwán"
"  0FND2  ";"Disco duro, Seagate";"640,51 TL";"Estados Unidos"
"   QDUOB   ";"Memoria RAM, Kingston";"416,47 €";"Corea del Sur"
"   ZOBKA ";"Tarjeta gráfica, NVIDIA";"267,69 £";"Taiwán"
" CXAD4   ";"Memoria RAM, Kingston";"757,22 £";"Taiwán"
"   3774D  ";"Tarjeta gráfica, NVIDIA";"739,37 TL";"China"
"   EFNW4   ";"Disco duro, Seagate";"950,10 TL";"Taiwán"
" JHJOY ";"Memoria RAM, Kingston";"243,20 £";"Corea del Sur"
"  BO4AL ";"Disco duro, Seagate";"823,29 £";"Corea del Sur"
"   FNNUN ";"Memoria RAM, Kingston";"27,24 €";"Taiwán"
"  HI74P   ";"Disco duro, Seagate";"923,87 €";"Taiwán"
" MC7R3  ";"Placa base, ASUS";"426,77 €";"Corea del Sur"
" 623VH  ";"Procesador, Intel";"608,48 €";"Tailandia"
"  1SLIM ";"Placa base, ASUS";"979,21 €";"Corea del Sur"
" WJWTQ ";"Tarjeta gráfica, NVIDIA";"219,71 £";"Taiwán"
"   7938U   ";"Disco duro, Seagate";"oO584,98 €";"Corea del Sur"
"   FJX04 ";"Disco duro, Seagate";"589,49 £";"Taiwán"
"  3L52Q  ";"Disco duro, Seagate";"68,20 TL";"Tailandia"
"   164UI  ";"Placa base, ASUS";"d559,30 TL";"Estados Unidos"
"  NIWWU  ";"Tarjeta gráfica, NVIDIA";"711,29 £";"Estados Unidos"
"  DQQKB   ";"Placa base, ASUS";"983,61 £";"Taiwán"
"   MYPE8  ";"Tarjeta gráfica, NVIDIA";"277,61 TL";"Estados Unidos"
"  DLXF5 ";"Memoria RAM, Kingston";"845,60 €";"Taiwán"
" 5ZFAJ ";"Tarjeta gráfica, NVIDIA";"697,36 £";"Estados Unidos"
" 1BAYF ";"Disco duro, Seagate";"870,95 €";"Corea del Sur"
"   LGJWE   ";"Tarjeta gráfica, NVIDIA";"313,43 £";"Corea del Sur"
"   ASPTY   ";"Disco duro, Seagate";"280,81 TL";"China"
" N0DZ7 ";"Procesador, Intel";"309,12 £";"Tailandia"
"  62YWP   ";"Procesador, Intel";"988,40 TL";"Tailandia"
"   EG166 ";"Tarjeta gráfica, NVIDIA";"687,49 €";"China"
"   TDQBV  ";"Tarjeta gráfica, NVIDIA";"648,54 €";"Corea del Sur"
"  QQFWW   ";"Placa base, ASUS";"233,68 TL";"Estados Unidos"
" QWSII  ";"Tarjeta gráfica, NVIDIA";"669,48 £";"Tailandia"
"   OKKCJ ";"Procesador, Intel";"970,60 TL";"China"
"   OGP13  ";"Placa base, ASUS";"556,33 TL";"China"
"   C35CF ";"Placa base, ASUS";"242,33 €";"Tailandia"
" C5TBN   ";"Procesador, Intel";"586,28 €";"Taiwán"
"  KOQNL ";"Memoria RAM, Kingston";"668,64 €";"China"
"   FNJL8  ";"Memoria RAM, Kingston";"608,39 TL";"Corea del Sur"
"   ITE5L  ";"Memoria RAM, Kingston";"134,25 €";"Estados Unidos"
"  YF8IP  ";"Tarjeta gráfica, NVIDIA";"631,77 £";"Estados Unidos"
"  TD3T5  ";"Tarjeta gráfica, NVIDIA";"175,15 TL";"China"
" NG6FR ";"Placa base, ASUS";"783,49 £";"Corea del Sur"
"  I256H  ";"Memoria RAM, Kingston";"889,19 €";"China"
"   AU9MD   ";"Memoria RAM, Kingston";"732,81 €";"Taiwán"
"  U227R ";"Disco duro, Seagate";"807,93 £";"China"
" F0VWA ";"Memoria RAM, Kingston";"v683,25 £";"Tailandia"
" IEYRW ";"Disco duro, Seagate";"441,56 £";"Tailandia"
"  X7SZE ";"Placa base, ASUS";"729,34 £";"China"
"  NBMNQ   ";"Disco duro, Seagate";"346,61 €";"China"
" N6Q8F   ";"Memoria RAM, Kingston";"t795,22 £";"Tailandia"
" QLLGU   ";"Memoria RAM, Kingston";"750,98 £";"Taiwán"
" NZU8L  ";"Disco duro, Seagate";"98,95 €";"Taiwán"
" 6ROH6  ";"Placa base, ASUS";"704,94 £";"China"
"  ZMIHL  ";"Placa base, ASUS";"62,79 TL";"China"
" X10S8  ";"Tarjeta gráfica, NVIDIA";"218,50 TL";"Estados Unidos"
"   DS4XO ";"Procesador, Intel";"660,95 TL";"Tailandia"
"   8M3GC   ";"Disco duro, Seagate";"881,99 €";"Tailandia"
"   75C37   ";"Memoria RAM, Kingston";"904,82 TL";"Estados Unidos"
"   05MOH  ";"Tarjeta gráfica, NVIDIA";"194,13 TL";"Corea del Sur"
"  BKCL8  ";"Tarjeta gráfica, NVIDIA";"517,61 TL";"Tailandia"
"   G4T46  ";"Procesador, Intel";"139,26 £";"China"
" U4V02  ";"Placa base, ASUS";"217,24 €";"Corea del Sur"
" FUVZ5   ";"Tarjeta gráfica, NVIDIA";"429,87 TL";"Estados Unidos"
"  9CMGS ";"Procesador, Intel";"231,33 €";"Corea del Sur"
"  JUP4Z  ";"Procesador, Intel";"623,71 €";"Corea del Sur"
" JYNYH   ";"Procesador, Intel";"638,75 £";"Taiwán"
" 1TT8W   ";"Tarjeta gráfica, NVIDIA";"761,55 £";"Corea del Sur"
"  WZB2V  ";"Tarjeta gráfica, NVIDIA";"625,89 TL";"Taiwán"
"   1K0TR  ";"Placa base, ASUS";"118,77 £";"Taiwán"
"   IJANV  ";"Placa base, ASUS";"525,63 TL";"Estados Unidos"
" 7Z7F0 ";"Tarjeta gráfica, NVIDIA";"729,90 €";"China"
" P8I82 ";"Tarjeta gráfica, NVIDIA";"612,68 £";"Estados Unidos"
"  1XGRG   ";"Memoria RAM, Kingston";"399,26 TL";"China"
" 5PPXR   ";"Tarjeta gráfica, NVIDIA";"360,75 TL";"China"
"  2PL7Z ";"Procesador, Intel";"359,92 €";"Estados Unidos"
" LMW4C  ";"Tarjeta gráfica, NVIDIA";"653,90 £";"Corea del Sur"
"   GGKO4 ";"Memoria RAM, Kingston";"739,68 £";"China"
" M8C7I  ";"Tarjeta gráfica, NVIDIA";"865,15 £";"China"
"   SEK9A  ";"Memoria RAM, Kingston";"117,68 TL";"Corea del Sur"
"  SQK8J   ";"Procesador, Intel";"708,15 £";"China"
"   41FZB  ";"Placa base, ASUS";"708,58 £";"Estados Unidos"
" 56K82 ";"Tarjeta gráfica, NVIDIA";"652,72 £";"Tailandia"
"  G6GWA  ";"Placa base, ASUS";"315,45 €";"China"
"  IEPL0 ";"Tarjeta gráfica, NVIDIA";"471,73 €";"China"
" 6BHC7  ";"Tarjeta gráfica, NVIDIA";"19,20 TL";"Tailandia"
" Q7JO0  ";"Placa base, ASUS";"148,43 €";"China"
"  57FF1   ";"Tarjeta gráfica, NVIDIA";"735,69 €";"China"
"  WGWCL ";"Disco duro, Seagate";"262,90 TL";"Corea del Sur"
"  C77YM ";"Placa base, ASUS";"998,34 €";"Taiwán"
"  4MHJE   ";"Disco duro, Seagate";"766,30 £";"Estados Unidos"
" F3I8E   ";"Placa base, ASUS";"91,46 TL";"Tailandia"
"   X7YYU  ";"Memoria RAM, Kingston";"478,75 TL";"Corea del Sur"
"  N5CNX  ";"Disco duro, Seagate";"502,17 €";"Tailandia"
"  5ZO9C  ";"Placa base, ASUS";"q230,52 TL";"China"
" 133HK  ";"Disco duro, Seagate";"277,85 £";"Corea del Sur"
" I4BJT   ";"Placa base, ASUS";"268,79 £";"Taiwán"
" KFG5J   ";"Tarjeta gráfica, NVIDIA";"15,88 €";"Tailandia"
"  C6846   ";"Placa base, ASUS";"754,84 £";"Taiwán"
"  CFVHL  ";"Procesador, Intel";"884,54 £";"China"
"   DG5C5   ";"Disco duro, Seagate";"371,38 €";"China"
"   F3V7J   ";"Disco duro, Seagate";"726,30 £";"Corea del Sur"
"  R9IR6   ";"Memoria RAM, Kingston";"108,27 €";"Taiwán"
"  U0WSE   ";"Procesador, Intel";"687,62 £";"China"
"  DU02G ";"Disco duro, Seagate";"329,18 €";"Estados Unidos"
" 1NAJ9  ";"Memoria RAM, Kingston";"100,64 €";"China"
" IHIKE ";"Tarjeta gráfica, NVIDIA";"340,70 £";"Corea del Sur"
" CR29Z  ";"Tarjeta gráfica, NVIDIA";"299,33 €";"Taiwán"
"  0UV98 ";"Tarjeta gráfica, NVIDIA";"921,17 €";"Corea del Sur"
"  CO87X   ";"Procesador, Intel";"687,75 £";"Tailandia"
"  4MWZS   ";"Memoria RAM, Kingston";"173,72 £";"Taiwán"
"  7MAQJ   ";"Tarjeta gráfica, NVIDIA";"685,54 TL";"Corea del Sur"
" PV82B  ";"Placa base, ASUS";"694,44 €";"Corea del Sur"
" PA928 ";"Memoria RAM, Kingston";"47,98 £";"Estados Unidos"
"  2C42A  ";"Memoria RAM, Kingston";"537,75 €";"Estados Unidos"
"   CDHJG  ";"Disco duro, Seagate";"62,33 TL";"Tailandia"
" V1IRF ";"Procesador, Intel";"73,72 TL";"Estados Unidos"
"  TW5SQ ";"Tarjeta gráfica, NVIDIA";"413,11 TL";"Taiwán"
" O3I31  ";"Memoria RAM, Kingston";"560,50 €";"Taiwán"
"   VOLDR ";"Procesador, Intel";"42,71 £";"Corea del Sur"
"   F3PP6  ";"Disco duro, Seagate";"559,73 €";"Tailandia"
"   NKDZ9 ";"Procesador, Intel";"246,59 €";"Tailandia"
" X53WN   ";"Placa base, ASUS";"598,21 TL";"Taiwán"
"   HRIDE   ";"Memoria RAM, Kingston";"158,33 TL";"Taiwán"
" VWCU1 ";"Tarjeta gráfica, NVIDIA";"974,59 TL";"Estados Unidos"
"  34E4S ";"Tarjeta gráfica, NVIDIA";"392,58 £";"Corea del Sur"
"  7ZE40   ";"Disco duro, Seagate";"315,98 €";"Tailandia"
" ETURL ";"Procesador, Intel";"588,22 €";"China"
" OPSCH   ";"Procesador, Intel";"276,91 €";"Estados Unidos"
" 3CONP  ";"Tarjeta gráfica, NVIDIA";"881,66 £";"China"
" 64S71 ";"Tarjeta gráfica, NVIDIA";"537,56 €";"Corea del Sur"
"  KD5Q7   ";"Placa base, ASUS";"664,25 £";"Corea del Sur"
"   B534L  ";"Disco duro, Seagate";"534,71 €";"China"
"  FVY7B ";"Procesador, Intel";"186,32 €";"Corea del Sur"
"   AKZ72   ";"Disco duro, Seagate";"73,76 €";"Estados Unidos"
"   RYCTF   ";"Disco duro, Seagate";"14,49 €";"Estados Unidos"
"  U8AAC   ";"Memoria RAM, Kingston";"925,66 £";"Taiwán"
" IGAA7  ";"Memoria RAM, Kingston";"528,61 TL";"China"
" P8AKZ ";"Disco duro, Seagate";"14,60 TL";"China"
"  0T44G ";"Disco duro, Seagate";"331,73 TL";"Estados Unidos"
"   4A1P2   ";"Memoria RAM, Kingston";"319,26 €";"Taiwán"
"  C52LJ  ";"Disco duro, Seagate";"52,48 £";"Taiwán"
"  TES5F  ";"Procesador, Intel";"257,23 £";"Taiwán"
" MX6W0 ";"Placa base, ASUS";"754,51 £";"Taiwán"
"   6GVWF  ";"Memoria RAM, Kingston";"126,88 €";"Tailandia"
" NL1HK ";"Placa base, ASUS";"87,68 £";"Estados Unidos"
"   AFTG9  ";"Procesador, Intel";"670,91 TL";"Corea del Sur"
"  SDLW3   ";"Procesador, Intel";"F715,29 €";"Tailandia"
" 3AITD ";"Disco duro, Seagate";"729,35 TL";"Estados Unidos"
"   HQGEF  ";"Procesador, Intel";"793,15 TL";"Corea del Sur"
"   DE7DA   ";"Procesador, Intel";"q51,64 €";"China"
"   8V3U5  ";"Memoria RAM, Kingston";"391,50 £";"Corea del Sur"
" JGJ8Y   ";"Disco duro, Seagate";"609,96 TL";"Taiwán"
" UKJ3L ";"Memoria RAM, Kingston";"377,17 TL";"Tailandia"
"  UQYN6 ";"Tarjeta gráfica, NVIDIA";"560,41 €";"Estados Unidos"
"  P8NFG   ";"Disco duro, Seagate";"984,80 TL";"Taiwán"
"   X6U9A ";"Memoria RAM, Kingston";"129,80 £";"Estados Unidos"
"   1N86R  ";"Memoria RAM, Kingston";"c556,87 €";"Corea del Sur"
" 3NEDS   ";"Placa base, ASUS";"337,72 €";"China"
"   U2KJM  ";"Placa base, ASUS";"833,51 £";"China"
"  3PV59 ";"Procesador, Intel";"732,48 TL";"Estados Unidos"
"   RGIBF  ";"Procesador, Intel";"949,70 £";"Tailandia"
"   AA1GT  ";"Tarjeta gráfica, NVIDIA";"970,13 £";"Taiwán"
" 8BB5N   ";"Memoria RAM, Kingston";"873,38 £";"Estados Unidos"
"  VMQ5K  ";"Procesador, Intel";"656,28 €";"Estados Unidos"
"   GK2OT   ";"Procesador, Intel";"38,15 £";"China"
"  3KCWJ ";"Tarjeta gráfica, NVIDIA";"838,94 £";"Estados Unidos"
"  IH74Y   ";"Procesador, Intel";"641,38 £";"Estados Unidos"
"   C4605 ";"Tarjeta gráfica, NVIDIA";"191,73 TL";"Tailandia"
"   T15KR   ";"Memoria RAM, Kingston";"54,83 TL";"Corea del Sur"
" ASUZ3 ";"Disco duro, Seagate";"495,27 TL";"Corea del Sur"
"  XZBPG  ";"Placa base, ASUS";"230,19 TL";"Tailandia"
" OUPFV  ";"Placa base, ASUS";"992,96 €";"Taiwán"
" 3G0EI  ";"Placa base, ASUS";"264,43 TL";"Estados Unidos"
"  5JML4 ";"Placa base, ASUS";"545,44 €";"Tailandia"
"  9ITO4 ";"Memoria RAM, Kingston";"x957,46 TL";"Taiwán"
"   FMTAK   ";"Memoria RAM, Kingston";"953,58 £";"Tailandia"
"  36NSM   ";"Placa base, ASUS";"875,53 €";"Tailandia"
"  M408A  ";"Tarjeta gráfica, NVIDIA";"56,90 TL";"Taiwán"
" 2LV63  ";"Placa base, ASUS";"862,50 TL";"Taiwán"
"  RS5VG ";"Tarjeta gráfica, NVIDIA";"792,24 TL";"Estados Unidos"
"  OFF92 ";"Placa base, ASUS";"421,96 £";"Corea del Sur"
"   8OMIH  ";"Disco duro, Seagate";"685,25 €";"China"
"  BWHES   ";"Disco duro, Seagate";"549,94 €";"Estados Unidos"
"  ZBV33   ";"Placa base, ASUS";"979,76 €";"China"
"   1NZQR  ";"Tarjeta gráfica, NVIDIA";"505,88 €";"Taiwán"
" XLSB8 ";"Tarjeta gráfica, NVIDIA";"I441,21 £";"Estados Unidos"
" B4PP4   ";"Placa base, ASUS";"806,59 TL";"China"
"  E1OMG ";"Placa base, ASUS";"170,32 TL";"Estados Unidos"
" R8FZB   ";"Tarjeta gráfica, NVIDIA";"685,15 €";"Tailandia"
" LV8JP  ";"Placa base, ASUS";"144,64 €";"Estados Unidos"
" 4EIMS   ";"Disco duro, Seagate";"919,42 €";"China"
"  EQ3DS ";"Tarjeta gráfica, NVIDIA";"849,57 €";"Tailandia"
" EKNMA  ";"Placa base, ASUS";"793,23 TL";"China"
"   WE3EF   ";"Procesador, Intel";"38,70 TL";"China"
" ZS58Y  ";"Disco duro, Seagate";"14,74 TL";"Estados Unidos"
"  2BIRX ";"Placa base, ASUS";"205,76 TL";"Corea del Sur"
"   CQJK1  ";"Placa base, ASUS";"F308,91 TL";"China"
" C95PR   ";"Procesador, Intel";"181,60 TL";"Corea del Sur"
" 0LP25  ";"Tarjeta gráfica, NVIDIA";"220,67 TL";"Tailandia"
"  SXVMC   ";"Procesador, Intel";"387,42 TL";"Taiwán"
"  EELGF  ";"Tarjeta gráfica, NVIDIA";"223,26 €";"Tailandia"
"  XFY39   ";"Tarjeta gráfica, NVIDIA";"633,10 TL";"China"
" 5DAFO  ";"Disco duro, Seagate";"795,37 £";"Taiwán"
"   MZIOK  ";"Memoria RAM, Kingston";"747,38 €";"Taiwán"
" LUEYW ";"Tarjeta gráfica, NVIDIA";"961,91 €";"Estados Unidos"
" BP5M2 ";"Placa base, ASUS";"938,74 TL";"Taiwán"
"   LHN4G  ";"Placa base, ASUS";"841,75 £";"Tailandia"
"  RG05E  ";"Placa base, ASUS";"58,79 £";"China"
" H3GRO  ";"Tarjeta gráfica, NVIDIA";"946,74 TL";"Taiwán"
"  S2TNE   ";"Procesador, Intel";"726,29 €";"Corea del Sur"
"   DGVL2 ";"Memoria RAM, Kingston";"865,42 £";"China"
" FGETT  ";"Procesador, Intel";"768,34 £";"Corea del Sur"
"  VW7PH ";"Placa base, ASUS";"570,13 £";"Tailandia"
"   GQ6SH   ";"Placa base, ASUS";"375,78 £";"China"
"   61NBL ";"Procesador, Intel";"322,97 €";"Corea del Sur"
"   TVF7N   ";"Procesador, Intel";"190,60 £";"Corea del Sur"
"  OB5OW ";"Disco duro, Seagate";"550,33 £";"China"
" KUD3J  ";"Memoria RAM, Kingston";"530,78 £";"Corea del Sur"
" E0PSJ  ";"Procesador, Intel";"602,80 €";"China"
"   6X02B   ";"Procesador, Intel";"17,60 TL";"Taiwán"
"  CHU6E  ";"Procesador, Intel";"T989,32 TL";"Corea del Sur"
"  SJK83  ";"Placa base, ASUS";"i569,96 £";"Tailandia"
"   I1R0U ";"Tarjeta gráfica, NVIDIA";"t623,45 £";"China"
"  9ODBH  ";"Placa base, ASUS";"304,24 TL";"China"
"  HG8YX  ";"Procesador, Intel";"346,38 €";"China"
"   2GPB7 ";"Memoria RAM, Kingston";"983,87 €";"Corea del Sur"
"   S2XMK  ";"Disco duro, Seagate";"562,82 £";"China"
"   91S9A   ";"Tarjeta gráfica, NVIDIA";"655,82 £";"China"
" RAKPM  ";"Tarjeta gráfica, NVIDIA";"387,97 TL";"Estados Unidos"
" 8FNYB  ";"Memoria RAM, Kingston";"344,22 TL";"Tailandia"
" 1RX08  ";"Disco duro, Seagate";"493,11 TL";"Taiwán"
"   0I6LL   ";"Memoria RAM, Kingston";"445,68 €";"Corea del Sur"
"   BNZJM   ";"Placa base, ASUS";"366,61 £";"Corea del Sur"
"   OLOLN   ";"Disco duro, Seagate";"826,47 TL";"Taiwán"
" ZW07G  ";"Tarjeta gráfica, NVIDIA";"s358,44 TL";"Corea del Sur"
"   6VY0B  ";"Tarjeta gráfica, NVIDIA";"492,36 £";"Corea del Sur"
" RBOUZ  ";"Placa base, ASUS";"601,32 £";"Tailandia"
"  QVZU0  ";"Placa base, ASUS";"800,15 €";"Estados Unidos"
"  5YWCS ";"Placa base, ASUS";"23,21 TL";"China"
"   TADGZ   ";"Tarjeta gráfica, NVIDIA";"315,93 TL";"Corea del Sur"
" J6GMR  ";"Tarjeta gráfica, NVIDIA";"643,37 €";"Corea del Sur"
" ELNDP   ";"Procesador, Intel";"244,32 €";"Corea del Sur"
" R3XVY   ";"Procesador, Intel";"627,37 TL";"China"
" X6AYU  ";"Tarjeta gráfica, NVIDIA";"544,79 £";"Taiwán"
"   L2FQ9   ";"Placa base, ASUS";"324,56 £";"Corea del Sur"
" IZA3H  ";"Placa base, ASUS";"507,72 £";"China"
" BNURO   ";"Tarjeta gráfica, NVIDIA";"552,70 €";"Taiwán"
" ZN8SR ";"Disco duro, Seagate";"500,59 TL";"China"
"   GBPLP ";"Disco duro, Seagate";"802,96 €";"China"
" DSI1D ";"Disco duro, Seagate";"112,52 TL";"Corea del Sur"
"   G1SDK   ";"Placa base, ASUS";"917,28 £";"Tailandia"
" 5K97J ";"Memoria RAM, Kingston";"C879,21 £";"Corea del Sur"
"  LO6XC  ";"Disco duro, Seagate";"777,54 TL";"Taiwán"
"   31S29  ";"Disco duro, Seagate";"637,49 TL";"Taiwán"
"  D1AK6   ";"Disco duro, Seagate";"341,48 £";"Estados Unidos"
"  589FO   ";"Tarjeta gráfica, NVIDIA";"152,79 £";"China"
" I5PZV ";"Placa base, ASUS";"a865,85 €";"Estados Unidos"
" BEMDO   ";"Procesador, Intel";"910,51 €";"Taiwán"
"   SVW36  ";"Placa base, ASUS";"68,76 £";"Taiwán"
"  Y1ASG  ";"Disco duro, Seagate";"967,95 £";"Taiwán"
" PAYAD   ";"Procesador, Intel";"412,93 £";"Tailandia"
" Q1HKQ ";"Tarjeta gráfica, NVIDIA";"776,34 TL";"Taiwán"
" 8R2FX ";"Memoria RAM, Kingston";"366,89 £";"Estados Unidos"
"  GQLTX  ";"Tarjeta gráfica, NVIDIA";"k389,73 €";"Tailandia"
"   Q9O69   ";"Memoria RAM, Kingston";"875,34 €";"Corea del Sur"
"   1K3XS  ";"Tarjeta gráfica, NVIDIA";"532,33 TL";"Estados Unidos"
"   EBFCF   ";"Memoria RAM, Kingston";"442,60 £";"China"
"  9LBXE   ";"Memoria RAM, Kingston";"944,85 €";"Estados Unidos"
"  VXIA1 ";"Tarjeta gráfica, NVIDIA";"w684,21 €";"China"
" 82ESS   ";"Placa base, ASUS";"652,81 £";"Corea del Sur"
" 2AEK4 ";"Placa base, ASUS";"649,18 €";"Tailandia"
"  6K8SM   ";"Tarjeta gráfica, NVIDIA";"647,53 TL";"Tailandia"
" DPFRZ   ";"Procesador, Intel";"464,99 TL";"Tailandia"
"   Z2RZV   ";"Disco duro, Seagate";"244,28 £";"Tailandia"
"   YBWQF   ";"Procesador, Intel";"o286,28 €";"Estados Unidos"
"  JBIP3   ";"Disco duro, Seagate";"802,15 €";"Corea del Sur"
" JZS6Q ";"Tarjeta gráfica, NVIDIA";"412,83 £";"Tailandia"
"  2AHWL   ";"Procesador, Intel";"846,64 TL";"Tailandia"
"  WC3AM   ";"Procesador, Intel";"113,87 £";"Taiwán"
"  76FZ8   ";"Procesador, Intel";"473,86 £";"Taiwán"
"  2GW98   ";"Placa base, ASUS";"862,93 £";"Estados Unidos"
" UDS4K   ";"Disco duro, Seagate";"703,84 £";"Tailandia"
" KFAKS ";"Placa base, ASUS";"888,65 TL";"Corea del Sur"
" C4BWH  ";"Procesador, Intel";"249,19 £";"Tailandia"
"  R5KQU ";"Placa base, ASUS";"706,77 TL";"Estados Unidos"
"  GRELQ ";"Placa base, ASUS";"503,36 €";"Estados Unidos"
"  VOIET ";"Tarjeta gráfica, NVIDIA";"968,77 €";"China"
"   EOJ0D ";"Disco duro, Seagate";"318,53 £";"Tailandia"
" LYXYI  ";"Procesador, Intel";"148,11 £";"Corea del Sur"
" BV74G   ";"Tarjeta gráfica, NVIDIA";"ah742,26 £";"Taiwán"
"  Q4O5Z  ";"Procesador, Intel";"t519,87 TL";"Taiwán"
"  S1R77 ";"Memoria RAM, Kingston";"400,45 €";"China"
" P57DS ";"Placa base, ASUS";"831,99 TL";"Estados Unidos"
"   A0DJC   ";"Placa base, ASUS";"l255,64 TL";"Taiwán"
"  T31BG   ";"Procesador, Intel";"883,51 TL";"Tailandia"
"   3H5SP  ";"Procesador, Intel";"864,16 £";"Corea del Sur"
"  0P8BZ ";"Disco duro, Seagate";"404,12 TL";"Corea del Sur"
" CZRNE   ";"Memoria RAM, Kingston";"680,96 €";"Estados Unidos"
"   2O1HV  ";"Procesador, Intel";"124,20 €";"Corea del Sur"
" YK5OW ";"Disco duro, Seagate";"645,55 £";"Tailandia"
" T98J2 ";"Placa base, ASUS";"15,32 £";"Corea del Sur"
"   NRQ9W ";"Procesador, Intel";"t797,21 TL";"Corea del Sur"
"   U9FFO  ";"Tarjeta gráfica, NVIDIA";"922,96 €";"China"
" A2G4R ";"Disco duro, Seagate";"151,22 £";"Taiwán"
"  DZEKC ";"Tarjeta gráfica, NVIDIA";"978,26 €";"Tailandia"
"   NFX6X ";"Procesador, Intel";"954,48 £";"Tailandia"
" TMN7Q   ";"Memoria RAM, Kingston";"587,85 £";"Corea del Sur"
"   W6GO9  ";"Tarjeta gráfica, NVIDIA";"l168,93 €";"Estados Unidos"
"   YD8UD ";"Placa base, ASUS";"178,21 €";"Taiwán"
"   D1IQ4   ";"Placa base, ASUS";"206,14 €";"Corea del Sur"
"  YOVB0 ";"Procesador, Intel";"378,30 TL";"Taiwán"
" YJ0FZ  ";"Procesador, Intel";"318,84 €";"China"
"  PHO68  ";"Disco duro, Seagate";"980,47 TL";"Corea del Sur"
"  EBXVO ";"Procesador, Intel";"941,89 TL";"Tailandia"
"   08XME   ";"Memoria RAM, Kingston";"348,91 £";"China"
"   L9HF3 ";"Memoria RAM, Kingston";"677,44 TL";"Corea del Sur"
"   24E70 ";"Placa base, ASUS";"968,55 TL";"China"
"  3H3T7   ";"Disco duro, Seagate";"N657,65 €";"Taiwán"
"   25X89   ";"Procesador, Intel";"118,84 €";"Estados Unidos"
"   Y5OWL  ";"Placa base, ASUS";"108,80 TL";"Estados Unidos"
"   9FXXO   ";"Tarjeta gráfica, NVIDIA";"341,88 TL";"Taiwán"
"  AJVZR   ";"Memoria RAM, Kingston";"B350,63 €";"Tailandia"
"  HUAMM  ";"Tarjeta gráfica, NVIDIA";"785,19 €";"Tailandia"
"   Q7PF7 ";"Disco duro, Seagate";"85,75 £";"China"
"  ROU9J ";"Procesador, Intel";"724,78 £";"China"
"  6HPZ7  ";"Placa base, ASUS";"r358,40 TL";"Tailandia"
" 6BMF3  ";"Memoria RAM, Kingston";"535,33 £";"Tailandia"
" MU4JT  ";"Memoria RAM, Kingston";"993,22 £";"China"
"  713MD  ";"Memoria RAM, Kingston";"501,39 TL";"China"
"   6ZNFT  ";"Memoria RAM, Kingston";"534,99 TL";"Estados Unidos"
"  RXBGL ";"Memoria RAM, Kingston";"186,34 £";"Tailandia"
" FPXPQ  ";"Memoria RAM, Kingston";"i415,48 TL";"China"
" OAIGI ";"Placa base, ASUS";"758,77 TL";"Estados Unidos"
"   C3DVA ";"Disco duro, Seagate";"318,52 TL";"Taiwán"
" MT30B  ";"Placa base, ASUS";"535,87 TL";"Taiwán"
" 2HDKY ";"Disco duro, Seagate";"407,61 TL";"Taiwán"
"  YAXN1  ";"Disco duro, Seagate";"485,69 €";"Tailandia"
"  EZ9BM  ";"Disco duro, Seagate";"168,35 €";"Taiwán"
"  G8680 ";"Memoria RAM, Kingston";"778,15 TL";"Corea del Sur"
"  19K8R ";"Placa base, ASUS";"924,40 TL";"Corea del Sur"
" VUGMW ";"Placa base, ASUS";"531,89 €";"Tailandia"
"   7FNQF ";"Memoria RAM, Kingston";"54,17 £";"Taiwán"
" RYETO ";"Tarjeta gráfica, NVIDIA";"143,72 €";"Tailandia"
" AGJDD   ";"Procesador, Intel";"789,54 £";"Corea del Sur"
